,Name
9851,Lotus Petal
9852,Lotus Vale
9853,Lotus-Eye Mystics
9854,Lovisa Coldeyes
9855,Lowland Basilisk
9856,Lowland Giant
9857,Lowland Oaf
9858,Lowland Tracker
9859,Loxodon Anchorite
9860,Loxodon Convert
9861,Loxodon Gatekeeper
9862,Loxodon Hierarch
9863,Loxodon Lifechanter
9864,Loxodon Line Breaker
9865,Loxodon Mender
9866,Loxodon Mystic
9867,Loxodon Partisan
9868,Loxodon Peacekeeper
9869,Loxodon Punisher
9870,Loxodon Restorer
9871,Loxodon Sergeant
9872,Loxodon Smiter
9873,Loxodon Stalwart
9874,Loxodon Warhammer
9875,Loxodon Wayfarer
9876,Loyal Apprentice
9877,Loyal Cathar
9878,Loyal Drake
9879,Loyal Guardian
9880,Loyal Gyrfalcon
9881,Loyal Pegasus
9882,Loyal Retainers
9883,Loyal Sentry
9884,Loyal Subordinate
9885,Loyal Unicorn
9886,"Lu Bu, Master-at-Arms"
9887,"Lu Meng, Wu General"
9888,"Lu Su, Wu Advisor"
9889,"Lu Xun, Scholar General"
9890,Lucent Liminid
9891,"Ludevic, Necro-Alchemist"
9892,Ludevic's Abomination
9893,Ludevic's Test Subject
9894,Lull
9895,Lullmage Mentor
9896,Lumbering Battlement
9897,Lumbering Falls
9898,Lumbering Satyr
9899,Lumberknot
9900,Lumengrid Augur
9901,Lumengrid Drake
9902,Lumengrid Gargoyle
9903,Lumengrid Sentinel
9904,Lumengrid Warden
9905,Luminarch Ascension
9906,Luminate Primordial
9907,Luminesce
9908,Luminescent Rain
9909,Luminous Angel
9910,Luminous Bonds
9911,Luminous Guardian
9912,Luminous Wake
9913,Lumithread Field
9914,Lunar Avenger
9915,Lunar Force
9916,Lunar Mystic
9917,Lunarch Inquisitors
9918,Lunarch Mantle
9919,Lunge
9920,Lunk Errant
9921,Lupine Prototype
9922,Lurching Rotbeast
9923,Lure
9924,Lure of Prey
9925,Lurebound Scarecrow
9926,Lurker
9927,Lurking Arynx
9928,Lurking Automaton
9929,Lurking Chupacabra
9930,Lurking Crocodile
9931,Lurking Evil
9932,Lurking Informant
9933,Lurking Jackals
9934,Lurking Nightstalker
9935,Lurking Predators
9936,Lurking Skirge
9937,Lush Growth
9938,Lust for War
9939,Lux Cannon
9940,Luxa River Shrine
9941,Luxury Suite
9942,Lyev Decree
9943,Lyev Skyknight
9944,Lymph Sliver
9945,Lynx
9946,Lyra Dawnbringer
9947,Lys Alana Bowmaster
9948,Lys Alana Huntmaster
9949,Lys Alana Scarblade
9950,"Lyzolda, the Blood Witch"
9951,"Ma Chao, Western Warrior"
9952,Maalfeld Twins
9953,Macabre Mockery
9954,Macabre Waltz
9955,Macetail Hystrodon
9956,Machinate
9957,Mad Auntie
9958,Mad Dog
9959,Mad Prophet
9960,Mad Science Fair Project
9961,Madblind Mountain
9962,Madcap Experiment
9963,Madcap Skills
9964,Maddening Imp
9965,Maddening Wind
9966,Madrush Cyclops
9967,Maelstrom Archangel
9968,Maelstrom Djinn
9969,Maelstrom Nexus
9970,Maelstrom Pulse
9971,Maelstrom Wanderer
9972,"Maga, Traitor to Mortals"
9973,Mage il-Vec
9974,Mage Slayer
9975,Magebane Armor
9976,Magefire Wings
9977,Mage-Ring Bully
9978,Mage-Ring Network
9979,Mage-Ring Responder
9980,Mages' Contest
9981,Mage's Guile
9982,Mageta the Lion
9983,Mageta's Boon
9984,Magewright's Stone
9985,Maggot Carrier
9986,Maggot Therapy
9987,Magic Word
9988,Magical Hack
9989,Magical Hacker
9990,Magister of Worth
9991,Magister Sphinx
9992,Magistrate's Scepter
9993,Magistrate's Veto
9994,Magma Burst
9995,Magma Giant
9996,Magma Hellion
9997,Magma Jet
9998,Magma Mine
9999,Magma Phoenix
10000,Magma Rift
10001,Magma Sliver
10002,Magma Spray
10003,Magma Vein
10004,Magmaquake
10005,Magmaroth
10006,Magmasaur
10007,Magmatic Chasm
10008,Magmatic Core
10009,Magmatic Force
10010,Magmatic Insight
10011,Magmatic Sinkhole
10012,Magmaw
10013,Magnetic Flux
10014,Magnetic Mine
10015,Magnetic Mountain
10016,Magnetic Theft
10017,Magnetic Web
10018,Magnify
10019,Magnifying Glass
10020,Magnigoth Treefolk
10021,Magnivore
10022,"Magosi, the Waterveil"
10023,Magus of the Abyss
10024,Magus of the Arena
10025,Magus of the Balance
10026,Magus of the Bazaar
10027,Magus of the Candelabra
10028,Magus of the Coffers
10029,Magus of the Disk
10030,Magus of the Future
10031,Magus of the Jar
10032,Magus of the Library
10033,Magus of the Mind
10034,Magus of the Mirror
10035,Magus of the Moat
10036,Magus of the Moon
10037,Magus of the Scroll
10038,Magus of the Tabernacle
10039,Magus of the Unseen
10040,Magus of the Vineyard
10041,Magus of the Wheel
10042,Magus of the Will
10043,Mahamoti Djinn
10044,"Mairsil, the Pretender"
10045,Majestic Heliopterus
10046,Majestic Myriarch
10047,Major Teroh
10048,Make a Stand
10049,Make a Wish
10050,Make Mischief
10051,Make Obsolete
10052,Makeshift Battalion
10053,Makeshift Mannequin
10054,Makeshift Mauler
10055,Makeshift Munitions
10056,Makindi Aeronaut
10057,Makindi Griffin
10058,Makindi Patrol
10059,Makindi Shieldmate
10060,Makindi Sliderunner
10061,Malach of the Dawn
10062,Malachite Golem
10063,Malachite Talisman
10064,Malakir Bloodwitch
10065,Malakir Cullblade
10066,Malakir Familiar
10067,Malakir Soothsayer
10068,Malevolent Awakening
10069,Malevolent Whispers
10070,Malfegor
10071,Malfunction
10072,Spite // Malice (Malice)
10073,Malicious Advice
10074,Malicious Affliction
10075,Malicious Intent
10076,Malignant Growth
10077,Malignus
10078,Mammoth Harness
10079,Mammoth Spider
10080,Mammoth Umbra
10081,Man of Measure
10082,Mana Bloom
10083,Mana Breach
10084,Mana Cache
10085,Mana Chains
10086,Mana Clash
10087,Mana Confluence
10088,Mana Crypt
10089,Mana Cylix
10090,Mana Drain
10091,Mana Echoes
10092,Mana Flair
10093,Mana Flare
10094,Mana Geode
10095,Mana Geyser
10096,Mana Leak
10097,Mana Leech
10098,Mana Matrix
10099,Mana Maze
10100,Mana Prism
10101,Mana Reflection
10102,Mana Screw
10103,Mana Seism
10104,Mana Severance
10105,Mana Short
10106,Mana Skimmer
10107,Mana Tithe
10108,Mana Vapors
10109,Mana Vault
10110,Mana Vortex
10111,Mana Web
10112,Manabarbs
10113,Manabond
10114,Mana-Charged Dragon
10115,Manacles of Decay
10116,Manaforce Mace
10117,Manaforge Cinder
10118,Managorger Hydra
10119,Manakin
10120,Manalith
10121,Manamorphose
10122,Manaplasm
10123,Manaweft Sliver
10124,Mandatory Friendship Shackles
10125,Mangara of Corondor
10126,Mangara's Blessing
10127,Mangara's Equity
10128,Mangara's Tome
10129,Manglehorn
10130,Maniacal Rage
10131,Manic Scribe
10132,Manic Vandal
10133,Manifold Insights
10134,Manifold Key
10135,Manipulate Fate
10136,"Mannichi, the Fevered Dream"
10137,Manor Gargoyle
10138,Manor Skeleton
10139,Man-o'-War
10140,Manriki-Gusari
10141,Manta Ray
10142,Manta Riders
10143,Manticore Eternal
10144,Manticore of the Gauntlet
10145,Mantis Engine
10146,Mantis Rider
10147,Mantle of Leadership
10148,Mantle of Webs
10149,Map the Wastes
10150,Maralen of the Mornsong
10151,Marang River Prowler
10152,Marang River Skeleton
10153,"Marath, Will of the Wild"
10154,Marauder's Axe
10155,Marauding Boneslasher
10156,Marauding Knight
10157,Marauding Looter
10158,Marauding Maulhorn
10159,Marauding Raptor
10160,Maraxus of Keld
10161,Marble Chalice
10162,Marble Diamond
10163,Marble Priest
10164,Marble Titan
10165,March from the Tomb
10166,March of Souls
10167,March of the Drowned
10168,March of the Machines
10169,March of the Multitudes
10170,March of the Returned
10171,"Marchesa, the Black Rose"
10172,Marchesa's Decree
10173,Marchesa's Emissary
10174,Marchesa's Infiltrator
10175,Marchesa's Smuggler
10176,Mardu Ascendancy
10177,Mardu Banner
10178,Mardu Blazebringer
10179,Mardu Charm
10180,Mardu Hateblade
10181,Mardu Heart-Piercer
10182,Mardu Hordechief
10183,Mardu Roughrider
10184,Mardu Runemark
10185,Mardu Scout
10186,Mardu Shadowspear
10187,Mardu Skullhunter
10188,Mardu Strike Leader
10189,Mardu Warshrieker
10190,Mardu Woe-Reaper
10191,Marhault Elsdragon
10192,Marionette Master
10193,Marisi's Twinclaws
10194,Marit Lage's Slumber
10195,Maritime Guard
10196,Marjhan
10197,Mark for Death
10198,Mark of Asylum
10199,Mark of Eviction
10200,Mark of Fury
10201,Mark of Mutiny
10202,Mark of Sakiko
10203,Mark of the Oni
10204,Mark of the Vampire
10205,Marked by Honor
10206,Marker Beetles
10207,Farm // Market (Market)
10208,Market Festival
10209,Markov Blademaster
10210,Markov Crusader
10211,Markov Dreadknight
10212,Markov Patrician
10213,Markov Warlord
10214,Markov's Servant
10215,Maro
10216,Marrow Bats
10217,Marrow Chomper
10218,Marrow Shards
10219,Marrow-Gnawer
10220,Marsh Boa
10221,Marsh Casualties
10222,Marsh Crocodile
10223,Marsh Flats
10224,Marsh Flitter
10225,Marsh Gas
10226,Marsh Goblins
10227,Marsh Hulk
10228,Marsh Lurker
10229,Marsh Threader
10230,Marsh Viper
10231,Marshaling Cry
10232,Marshaling the Troops
10233,Marshal's Anthem
10234,Marshdrinker Giant
10235,Marshmist Titan
10236,Martial Coup
10237,Martial Glory
10238,Martial Law
10239,Márton Stromgald
10240,Martyr for the Cause
10241,Martyr of Ashes
10242,Martyr of Bones
10243,Martyr of Dusk
10244,Martyr of Frost
10245,Martyr of Sands
10246,Martyr of Spores
10247,Martyrdom
10248,Martyred Rusalka
10249,Martyr's Bond
10250,Martyr's Cause
10251,Martyr's Cry
10252,Martyrs of Korlis
10253,Martyr's Soul
10254,Martyrs' Tomb
10255,"Marwyn, the Nurturer"
10256,Mary O'Kill
10257,Masako the Humorless
10258,Mask of Avacyn
10259,Mask of Immolation
10260,Mask of Intolerance
10261,Mask of Law and Grace
10262,Mask of Memory
10263,Mask of Riddles
10264,Mask of the Mimic
10265,Masked Admirers
10266,Masked Gorgon
10267,Mass Appeal
10268,Mass Calcify
10269,Mass Hysteria
10270,Mass Manipulation
10271,Mass Mutiny
10272,Mass of Ghouls
10273,Mass Polymorph
10274,Massacre
10275,Massacre Girl
10276,Massacre Wurm
10277,Massive Raid
10278,Master Apothecary
10279,Master Biomancer
10280,Master Decoy
10281,Master Healer
10282,Master of Arms
10283,Master of Cruelties
10284,Master of Diversion
10285,Master of Etherium
10286,Master of Pearls
10287,Master of Predicaments
10288,Master of the Feast
10289,Master of the Hunt
10290,Master of the Pearl Trident
10291,Master of the Veil
10292,Master of the Wild Hunt
10293,Master of Waves
10294,Master Splicer
10295,Master the Way
10296,Master Thief
10297,Master Transmuter
10298,Master Trinketeer
10299,Master Warcraft
10300,Masterful Ninja
10301,Masterful Replication
10302,Mastermind's Acquisition
10303,Master's Call
10304,Masterwork of Ingenuity
10305,Mastery of the Unseen
10306,Masticore
10307,"Masumaro, First to Live"
10308,Matca Rioters
10309,"Mathas, Fiend Seeker"
10310,Matopi Golem
10311,Matsu-Tribe Birdstalker
10312,Matsu-Tribe Decoy
10313,Matsu-Tribe Sniper
10314,Matter Reshaper
10315,Maul Splicer
10316,Maulfist Doorbuster
10317,Maulfist Revolutionary
10318,Maulfist Squad
10319,Mausoleum Guard
10320,Mausoleum Harpy
10321,Mausoleum Secrets
10322,Mausoleum Turnkey
10323,Mausoleum Wanderer
10324,Maverick Thopterist
10325,"Mavren Fein, Dusk Apostle"
10326,Maw of Kozilek
10327,Maw of the Mire
10328,Maw of the Obzedat
10329,Mawcor
10330,Maximize Altitude
10331,Maximize Velocity
10332,Mayael the Anima
10333,Mayael's Aria
10334,Mayhem Devil
10335,Mayor of Avabruck
10336,Maze Abomination
10337,Maze Behemoth
10338,Maze Glider
10339,Maze of Ith
10340,Maze of Shadows
10341,Maze Rusher
10342,Maze Sentinel
10343,Maze's End
10344,"Mazirek, Kraul Death Priest"
10345,Meadowboon
10346,Meandering River
10347,Meandering Towershell
10348,Measure of Wickedness
10349,Mechanized Production
10350,Meddle
10351,Meddling Kids
10352,Meddling Mage
10353,Medicine Bag
10354,Medicine Runner
10355,Meditate
10356,Meditation Puzzle
10357,Medomai the Ageless
10358,Meekstone
10359,Megantic Sliver
10360,Megatherium
10361,Megatog
10362,Meglonoth
10363,Megrim
10364,"Meishin, the Mind Cage"
10365,Melancholy
10366,Melee
10367,"Melek, Izzet Paragon"
10368,Melesse Spirit
10369,Meletis Astronomer
10370,Meletis Charlatan
10371,"Melira, Sylvok Outcast"
10372,Melira's Keepers
10373,Meloku the Clouded Mirror
10374,Melt Terrain
10375,Meltdown
10376,Melting
10377,Memnarch
10378,Memnite
10379,Memorial to Folly
10380,Memorial to Genius
10381,Memorial to Glory
10382,Memorial to Unity
10383,Memorial to War
10384,Memoricide
10385,Commit // Memory (Memory)
10386,Memory Crystal
10387,Memory Erosion
10388,Memory Jar
10389,Memory Lapse
10390,Memory Plunder
10391,Memory Sluice
10392,Memory's Journey
10393,Menacing Ogre
10394,Menagerie Liberator
10395,Mending Hands
10396,Mending Touch
10397,"Meng Huo, Barbarian King"
10398,Meng Huo's Horde
10399,Mental Agony
10400,Mental Discipline
10401,Mental Misstep
10402,Mental Note
10403,Mental Vapors
10404,Mentor of the Meek
10405,Mephidross Vampire
10406,Mephitic Ooze
10407,Mephitic Vapors
10408,Mer Man
10409,Mercadian Atlas
10410,Mercadian Bazaar
10411,Mercadian Lift
10412,Mercadia's Downfall
10413,Mercenaries
10414,Mercenary Informer
10415,Mercenary Knight
10416,Merchant of Secrets
10417,Merchant Scroll
10418,Merchant Ship
10419,Merchant's Dockhand
10420,Merciless Eternal
10421,Merciless Eviction
10422,Merciless Executioner
10423,Merciless Javelineer
10424,Merciless Predator
10425,Merciless Resolve
10426,Mercurial Chemister
10427,Mercurial Geists
10428,Mercurial Kite
10429,Mercurial Pretender
10430,Mercy Killing
10431,Mer-Ek Nightblade
10432,Meren of Clan Nel Toth
10433,Merfolk Assassin
10434,Merfolk Branchwalker
10435,Merfolk Looter
10436,Merfolk Mesmerist
10437,Merfolk Mistbinder
10438,Merfolk Observer
10439,Merfolk of the Depths
10440,Merfolk of the Pearl Trident
10441,Merfolk Raiders
10442,Merfolk Seastalkers
10443,Merfolk Seer
10444,Merfolk Skydiver
10445,Merfolk Skyscout
10446,Merfolk Sovereign
10447,Merfolk Spy
10448,Merfolk Thaumaturgist
10449,Merfolk Traders
10450,Merfolk Trickster
10451,Merfolk Wayfinder
10452,Merieke Ri Berit
10453,Merrow Bonegnawer
10454,Merrow Commerce
10455,Merrow Grimeblotter
10456,Merrow Harbinger
10457,Merrow Levitator
10458,Merrow Reejerey
10459,Merrow Wavebreakers
10460,Merrow Witsniper
10461,Merseine
10462,Mesa Chicken
10463,Mesa Enchantress
10464,Mesa Falcon
10465,Mesa Pegasus
10466,Mesa Unicorn
10467,Mesmeric Fiend
10468,Mesmeric Orb
10469,Mesmeric Sliver
10470,Mesmeric Trance
10471,Mesmerizing Benthid
10472,Messenger Drake
10473,Messenger Falcons
10474,Messenger Jays
10475,Messenger's Speed
10476,Metal Fatigue
10477,Metallic Mastery
10478,Metallic Mimic
10479,Metallic Rebuke
10480,Metallic Sliver
10481,Metallurgeon
10482,Metallurgic Summonings
10483,Metalspinner's Puzzleknot
10484,Metalwork Colossus
10485,Metalworker
10486,Metamorphic Alteration
10487,Metamorphic Wurm
10488,Metamorphose
10489,Metamorphosis
10490,Metathran Aerostat
10491,Metathran Elite
10492,Metathran Soldier
10493,Metathran Transport
10494,Metathran Zombie
10495,Meteor Blast
10496,Meteor Crater
10497,Meteor Golem
10498,Meteor Shower
10499,Meteor Storm
10500,Meteorite
10501,Metrognome
10502,Metropolis Sprite
10503,"Metzali, Tower of Triumph"
10504,Miasmic Mummy
10505,"Michiko Konda, Truth Seeker"
10506,Midlife Upgrade
10507,Midnight Banshee
10508,Midnight Charm
10509,Midnight Covenant
10510,Midnight Duelist
10511,Midnight Entourage
10512,Midnight Guard
10513,Midnight Haunting
10514,Midnight Oil
10515,Midnight Reaper
10516,Midnight Recovery
10517,Midnight Ritual
10518,Midnight Scavengers
10519,Midsummer Revel
10520,Midvast Protector
10521,Might Beyond Reason
10522,Might Makes Right
10523,Might of Alara
10524,Might of Oaks
10525,Might of Old Krosa
10526,Might of the Masses
10527,Might of the Nephilim
10528,Might Sliver
10529,Might Weaver
10530,Mightstone
10531,Mighty Emergence
10532,Mighty Leap
10533,Migratory Route
10534,Mijae Djinn
10535,"Mikaeus, the Lunarch"
10536,"Mikaeus, the Unhallowed"
10537,"Mikokoro, Center of the Sea"
10538,Militant Angel
10539,Militant Inquisitor
10540,Militant Monk
10541,Military Intelligence
10542,Militia Bugler
10543,Militia's Pride
10544,Millennial Gargoyle
10545,Millikin
10546,Millstone
10547,Mimeofacture
10548,Mimic Vat
10549,Miming Slime
10550,"Mina and Denn, Wildborn"
10551,Minamo Scrollkeeper
10552,Minamo Sightbender
10553,"Minamo, School at Water's Edge"
10554,Minamo's Meddling
10555,Spring // Mind (Mind)
10556,Mind Bend
10557,Mind Bomb
10558,Mind Burst
10559,Mind Control
10560,Mind Extraction
10561,Mind Funeral
10562,Mind Games
10563,Mind Grind
10564,Mind Harness
10565,Mind Knives
10566,Mind Maggots
10567,Mind Over Matter
10568,Mind Peel
10569,Mind Rake
10570,Mind Raker
10571,Mind Ravel
10572,Mind Rot
10573,Mind Sculpt
10574,Mind Shatter
10575,Mind Slash
10576,Mind Sludge
10577,Mind Spring
10578,Mind Stone
10579,Mind Swords
10580,Mind Twist
10581,Mind Unbound
10582,Mind Warp
10583,Mind Whip
10584,Mindbender Spores
10585,Mindblade Render
10586,Mindblaze
10587,Mindbreak Trap
10588,Mindclaw Shaman
10589,Mindcrank
10590,Mindculling
10591,Mindeye Drake
10592,Mindlash Sliver
10593,Mindleech Mass
10594,Mindless Automaton
10595,Mindless Null
10596,Mindlock Orb
10597,Mindmelter
10598,Mindmoil
10599,Mindreaver
10600,Minds Aglow
10601,Mind's Desire
10602,Mind's Dilation
10603,Mind's Eye
10604,Mindscour Dragon
10605,Mindshrieker
10606,Mindslaver
10607,Mindslicer
10608,Mindsparker
10609,Mindstab
10610,Mindstab Thrull
10611,Mindstatic
10612,Mindstorm Crown
10613,Mindswipe
10614,Mindwarper
10615,Mindwhip Sliver
10616,Mindwrack Demon
10617,Mindwrack Liege
10618,Mine Bearer
10619,Mine Excavation
10620,Mine Layer
10621,"Mine, Mine, Mine!"
10622,Miner's Bane
10623,Minion
10624,Minion of Leshrac
10625,Minion of Tevesh Szat
10626,Minion of the Wastes
10627,Minion Reflector
10628,Minions' Murmurs
10629,Minister of Impediments
10630,Minister of Inquiries
10631,Minister of Pain
10632,Ministrant of Obligation
10633,Minotaur Abomination
10634,Minotaur Aggressor
10635,Minotaur Explorer
10636,Minotaur Illusionist
10637,Minotaur Skullcleaver
10638,Minotaur Sureshot
10639,Minotaur Tactician
10640,Minotaur Warrior
10641,Miracle Worker
10642,Miraculous Recovery
10643,Mirage Mirror
10644,Mirari
10645,Mirari's Wake
10646,Mire Blight
10647,Mire Boa
10648,Mire Kavu
10649,Mire Shade
10650,"Miren, the Moaning Well"
10651,Mire's Malice
10652,Mire's Toll
10653,"Mirko Vosk, Mind Drinker"
10654,Mirozel
10655,Mirran Crusader
10656,Mirran Mettle
10657,Mirran Spy
10658,Mirri the Cursed
10659,"Mirri, Cat Warrior"
10660,"Mirri, Weatherlight Duelist"
10661,Mirri's Guile
10662,Mirrodin Besieged
10663,Mirrodin's Core
10664,Mirror Entity
10665,Mirror Gallery
10666,Mirror Golem
10667,Mirror Image
10668,Mirror March
10669,Mirror Match
10670,Mirror Mirror
10671,Mirror Mockery
10672,Mirror of Fate
10673,Mirror of the Forebears
10674,Mirror Sheen
10675,Mirror Strike
10676,Mirror Universe
10677,Mirror Wall
10678,Mirror-Mad Phantasm
10679,Mirrorpool
10680,Mirror-Sigil Sergeant
10681,Mirrorweave
10682,Mirrorwing Dragon
10683,Mirrorwood Treefolk
10684,Mirrorworks
10685,Miscalculation
10686,Mischief and Mayhem
10687,Mischievous Poltergeist
10688,Mischievous Quanar
10689,Misdirection
10690,Mise
10691,Misers' Cage
10692,Misery Charm
10693,Misfortune
10694,Misfortune's Gain
10695,Misguided Rage
10696,"Mishra, Artificer Prodigy"
10697,Mishra's Bauble
10698,Mishra's Factory
10699,Mishra's Groundbreaker
10700,Mishra's Helix
10701,Mishra's Self-Replicator
10702,Mishra's War Machine
10703,Mishra's Workshop
10704,Misinformation
10705,Miss Demeanor
10706,Misshapen Fiend
10707,Mission Briefing
10708,Misstep
10709,Mist Dragon
10710,Mist Intruder
10711,Mist Leopard
10712,Mist of Stagnation
10713,Mist Raven
10714,Mistbind Clique
10715,Mistblade Shinobi
10716,Mistcaller
10717,Mist-Cloaked Herald
10718,Mistcutter Hydra
10719,Mistfire Adept
10720,Mistfire Weaver
10721,Mistfolk
10722,Mistform Dreamer
10723,Mistform Mask
10724,Mistform Mutant
10725,Mistform Seaswift
10726,Mistform Shrieker
10727,Mistform Skyreaver
10728,Mistform Sliver
10729,Mistform Stalker
10730,Mistform Ultimus
10731,Mistform Wakecaster
10732,Mistform Wall
10733,Mistform Warchief
10734,Misthollow Griffin
10735,Misthoof Kirin
10736,Mistmeadow Skulk
10737,Mistmeadow Witch
10738,Mistmoon Griffin
10739,Mistral Charger
10740,Mist-Syndicate Naga
10741,Mistveil Plains
10742,Mistvein Borderpost
10743,Misty Rainforest
10744,Mitotic Manipulation
10745,Mitotic Slime
10746,Mizzium Meddler
10747,Mizzium Mortars
10748,Mizzium Skin
10749,Mizzium Tank
10750,Mizzium Transreliquat
10751,Mizzix of the Izmagnus
10752,Mizzix's Mastery
10753,Mnemonic Betrayal
10754,Mnemonic Nexus
10755,Mnemonic Sliver
10756,Mnemonic Wall
10757,Moan of the Unhallowed
10758,Moaning Spirit
10759,Moaning Wall
10760,Moat
10761,Moat Piranhas
10762,Mob
10763,Mob Justice
10764,Mob Mentality
10765,Mob Rule
10766,Mobile Fort
10767,Mobile Garrison
10768,Mobilization
10769,Mobilize
10770,Mobilized District
10771,Mockery of Nature
10772,Modular Monstrosity
10773,Mogg Alarm
10774,Mogg Assassin
10775,Mogg Bombers
10776,Mogg Cannon
10777,Mogg Conscripts
10778,Mogg Fanatic
10779,Mogg Flunkies
10780,Mogg Hollows
10781,Mogg Infestation
10782,Mogg Jailer
10783,Mogg Maniac
10784,Mogg Raider
10785,Mogg Salvage
10786,Mogg Sentry
10787,Mogg Squad
10788,Mogg Toady
10789,Mogg War Marshal
10790,Moggcatcher
10791,"Mogis, God of Slaughter"
10792,Mogis's Marauder
10793,Mogis's Warhound
10794,Mold Adder
10795,Mold Demon
10796,Mold Shambler
10797,Molder
10798,Molder Beast
10799,Molder Slug
10800,Molderhulk
10801,Moldervine Cloak
10802,Moldervine Reclamation
10803,Moldgraf Monstrosity
10804,Moldgraf Scavenger
10805,Mole Worms
10806,"Molimo, Maro-Sorcerer"
10807,Molten Birth
10808,Molten Disaster
10809,Molten Firebird
10810,Molten Frame
10811,Molten Hydra
10812,Molten Influence
10813,Molten Nursery
10814,Molten Primordial
10815,Molten Psyche
10816,Molten Rain
10817,Molten Ravager
10818,Molten Sentry
10819,Molten Slagheap
10820,Molten Vortex
10821,Moltensteel Dragon
10822,Molten-Tail Masticore
10823,Molting Harpy
10824,Molting Skin
10825,Molting Snakeskin
10826,Moment of Craving
10827,Moment of Heroism
10828,Moment of Silence
10829,Moment of Triumph
10830,Momentary Blink
10831,Momentous Fall
10832,Moment's Peace
10833,Momentum
10834,"Momir Vig, Simic Visionary"
10835,Monastery Flock
10836,Monastery Loremaster
10837,Monastery Mentor
10838,Monastery Siege
10839,Monastery Swiftspear
10840,Mondronen Shaman
10841,Mongrel Pack
10842,Moniker Mage
10843,Monk Idealist
10844,Monk Realist
10845,Monkey-
10846,Monkey Cage
10847,Monkey Monkey Monkey
10848,Monomania
10849,Monsoon
10850,Mons's Goblin Raiders
10851,Mons's Goblin Waiters
10852,Monstrify
10853,Monstrous Carabid
10854,Monstrous Growth
10855,Monstrous Hound
10856,Monstrous Onslaught
10857,Moodmark Painter
10858,Moon Heron
10859,Moon Sprite
10860,Moonblade Shinobi
10861,Moonbow Illusionist
10862,Moon-Eating Dog
10863,Moonglove Changeling
10864,Moonglove Extract
10865,Moonglove Winnower
10866,Moonhold
10867,Moonlace
10868,Moonlight Bargain
10869,Moonlight Geist
10870,Moonlight Hunt
10871,Moonlit Strider
10872,Moonlit Wake
10873,Moonmist
10874,Moonring Island
10875,Moonring Mirror
10876,Moonrise Intruder
10877,Moonscarred Werewolf
10878,Moonsilver Spear
10879,Moonveil Dragon
10880,Moonwing Moth
10881,Moor Fiend
10882,Moorish Cavalry
10883,Moorland Drifter
10884,Moorland Haunt
10885,Moorland Inquisitor
10886,Morale
10887,Morality Shift
10888,Moratorium Stone
10889,Morbid Bloom
10890,Morbid Curiosity
10891,Morbid Hunger
10892,Morbid Plunder
10893,Mordant Dragon
10894,More or Less
10895,Morgue Burst
10896,Morgue Theft
10897,Morgue Thrull
10898,Morgue Toad
10899,Morinfen
10900,Moriok Reaver
10901,Moriok Replica
10902,Moriok Rigger
10903,Moriok Scavenger
10904,Morkrut Banshee
10905,Morkrut Necropod
10906,Morningtide
10907,Moroii
10908,"Morophon, the Boundless"
10909,Morphic Pool
10910,Morphling
10911,Morsel Theft
10912,Morselhoarder
10913,Mortal Combat
10914,Mortal Obstinacy
10915,Mortal Wound
10916,Mortal's Ardor
10917,Mortal's Resolve
10918,Mortarpod
10919,Mortician Beetle
10920,Mortify
10921,Mortipede
10922,Mortiphobia
10923,Mortis Dogs
10924,Mortivore
10925,Mortuary
10926,Mortuary Mire
10927,Mortus Strider
10928,Mosquito Guard
10929,Moss Diamond
10930,Moss Kami
10931,Moss Monster
10932,Mossbridge Troll
10933,Mossdog
10934,Mossfire Egg
10935,Mossfire Valley
10936,Mosstodon
10937,Mosswort Bridge
10938,Mothdust Changeling
10939,Mother Bear
10940,Mother Kangaroo
10941,Mother of Goons
10942,Mother of Runes
10943,Mothrider Samurai
10944,Mountain
10945,Mountain Bandit
10946,Mountain Goat
10947,Mountain Stronghold
10948,Mountain Titan
10949,Mountain Valley
10950,Mountain Yeti
10951,Mounted Archers
10952,Mourner's Shield
10953,Mournful Zombie
10954,Mourning
10955,Mourning Thrull
10956,Mournwhelk
10957,Mournwillow
10958,Mouth // Feed (Mouth)
10959,Mouth of Ronom
10960,Mouth to Mouth
10961,"Mowu, Loyal Companion"
10962,Mox Amber
10963,Mox Diamond
10964,Mox Emerald
10965,Mox Jet
10966,Mox Lotus
10967,Mox Opal
10968,Mox Pearl
10969,Mox Ruby
10970,Mox Sapphire
10971,Mox Tantalite
10972,Mtenda Griffin
10973,Mtenda Herder
10974,Mtenda Lion
10975,Mu Yanling
10976,"Mu Yanling, Celestial Wind"
10977,"Mu Yanling, Sky Dancer"
10978,Muck Drubb
10979,Muck Rats
10980,Mudbrawler Cohort
10981,Mudbrawler Raiders
10982,Mudbutton Clanger
10983,Mudbutton Torchrunner
10984,Muddle the Mixture
10985,Mudhole
10986,Mudslide
10987,Mugging
10988,Mul Daya Channelers
10989,Mulch
10990,"Muldrotha, the Gravetide"
10991,Mulldrifter
10992,"Multani, Maro-Sorcerer"
10993,"Multani, Yavimaya's Avatar"
10994,Multani's Acolyte
10995,Multani's Decree
10996,Multani's Harmony
10997,Multani's Presence
10998,Multiform Wonder
10999,Multi-Headed
11000,Mummy Paramount
11001,"Munda, Ambush Leader"
11002,Munda's Vanguard
11003,Mundungu
